cow_lactation_id,cow_id,herd_id,parity_prior_lactation,n_scc_records_previous_lactation,dry_off_scc_missing,dry_off_clinical_mastitis_within_7d,dry_off_imi_status_paper_rule,calving_interval_days,lactation_length_days,month_of_dry_off,month_of_calving,first_scc_prev_lactation_cells_ml,median_scc_prev_lactation_cells_ml,mean_scc_prev_lactation_cells_ml,min_scc_prev_lactation_cells_ml,max_scc_prev_lactation_cells_ml,mean_first3_scc_prev_lactation_cells_ml,mean_last3_scc_prev_lactation_cells_ml,ratio_last3_to_first3_scc,last_scc_prev_lactation_cells_ml,consecutive_3_scc_gt_200k_prev_lactation,pct_scc_lt_50k_prev_lactation,pct_scc_gt_100k_prev_lactation,pct_scc_gt_200k_prev_lactation,pct_scc_gt_400k_prev_lactation,pct_scc_gt_1000k_prev_lactation,peak_yield_prev_lactation_kg,yield_at_last_recording_kg,herd_new_dry_period_imi_6mo_rate,herd_new_dry_period_imi_year_rate,herd_mean_scc_k_cells_ml,herd_predicted_305d_yield_l,post_calving_sample_day,post_calving_scc_cells_ml,post_calving_scc_threshold_used_cells_ml,clinical_mastitis_within_30d_post_calving,raised_scc_post_calving_paper_rule,normal_scc_post_calving_paper_rule
CL-08384,COW-04192,HERD-052,3,10,0,0,0,357,333,2,4,99858,104092,110858,42115,200704,84483,112842,1.336,117482,0,10,50,10,0,0,52.8,39.69,0.152,0.145,237.8,8897,11,375765,200000,0,1,0
CL-08385,COW-04193,HERD-075,1,10,0,0,0,384,254,8,10,251358,129332,146783,60902,301190,229031,104197,0.455,60902,0,0,80,20,0,0,37.8,31.87,0.189,0.162,225.7,9937,7,10039,200000,0,0,1
CL-08386,COW-04193,HERD-033,1,9,0,0,0,428,306,1,4,11856,27250,24146,11856,32673,19218,25621,1.333,30322,0,100,0,0,0,0,36.76,24.72,0.187,0.144,156.7,9366,7,25529,200000,0,0,1
CL-08387,COW-04194,HERD-049,4,8,0,0,0,417,333,8,11,500109,187133,305108,108795,867928,288127,172631,0.599,108795,0,0,100,37.5,25,0,41.59,29.8,0.153,0.163,155.7,11683,20,112762,200000,0,0,1
CL-08388,COW-04194,HERD-001,3,12,0,0,0,427,261,8,10,47534,17194,21504,7876,47534,27307,20684,0.757,7876,0,100,0,0,0,0,53.52,36.96,0.125,0.113,238,7936,25,47294,200000,0,0,1
CL-08389,COW-04195,HERD-014,3,8,1,0,0,340,317,3,5,93312,73768,106482,20469,422981,69459,66675,0.96,,0,25,12.5,12.5,12.5,0,38.26,30.17,0.104,0.109,287.2,12339,16,99667,200000,0,0,1
CL-08390,COW-04195,HERD-061,2,8,0,0,0,401,277,3,6,82097,121760,135056,82097,261485,146095,114158,0.781,114914,0,0,62.5,12.5,0,0,32.89,22.49,0.206,0.169,222,7228,19,21005,200000,0,0,1
CL-08391,COW-04196,HERD-008,4,11,0,0,1,401,297,12,3,254570,703714,956772,150743,2575343,1023559,677667,0.662,1080486,1,0,100,90.9,63.6,45.5,46.98,29.97,0.089,0.115,86,12354,19,874021,200000,0,1,0
CL-08392,COW-04196,HERD-034,3,11,0,0,0,426,344,1,3,310920,128038,176747,83445,361444,252631,152704,0.604,90771,0,0,63.6,36.4,0,0,45.19,32.64,0.222,0.2,251.6,9074,10,163530,200000,0,0,1
CL-08393,COW-04197,HERD-045,1,12,0,0,0,376,302,7,10,133064,119180,175797,57874,502318,253802,132428,0.522,125096,0,0,66.7,25,16.7,0,31.8,24.11,0.215,0.203,243.4,11936,23,112880,200000,0,0,1
CL-08394,COW-04197,HERD-029,4,13,0,0,0,468,298,3,6,500372,233772,409890,146282,1286177,594647,561422,0.944,164316,0,0,100,61.5,30.8,15.4,48.21,39.06,0.112,0.124,216.7,11066,13,1674381,200000,0,1,0
CL-08395,COW-04198,HERD-039,2,7,0,0,0,445,315,8,10,34444,52876,58846,34444,87362,51799,63863,1.233,51351,0,28.6,0,0,0,0,41.03,29.93,0.178,0.194,310.9,10052,28,111775,200000,0,0,1
CL-08396,COW-04198,HERD-069,3,7,0,0,1,399,276,6,9,109545,135403,201039,67503,687577,90796,332733,3.665,687577,0,0,71.4,14.3,14.3,0,50.99,37.87,0.169,0.193,185.3,7911,18,99799,200000,0,0,1
CL-08397,COW-04199,HERD-045,1,10,0,0,0,414,271,1,4,59238,66452,62443,21124,92966,46511,72883,1.567,85746,0,30,0,0,0,0,39.39,29.65,0.215,0.203,243.4,11936,2,80118,400000,0,0,1
CL-08398,COW-04199,HERD-045,1,8,0,0,0,344,305,10,1,30142,29403,27551,14974,41685,30971,23380,0.755,35108,0,100,0,0,0,0,42.43,30.7,0.215,0.203,243.4,11936,7,64553,200000,0,0,1
CL-08399,COW-04200,HERD-006,2,11,0,0,0,459,347,6,9,16998,26725,32948,8990,67616,41358,22665,0.548,29074,0,63.6,0,0,0,0,43.21,26.72,0.113,0.137,191.6,10021,2,222286,400000,0,0,1
CL-08400,COW-04200,HERD-053,2,8,0,0,0,369,342,5,7,42460,98477,143309,42460,515986,61913,228890,3.697,73244,0,25,37.5,12.5,12.5,0,36.31,21.56,0.218,0.197,263.2,5347,15,147617,200000,0,0,1
CL-08401,COW-04201,HERD-043,1,9,0,0,0,401,271,9,11,49417,69255,65754,34126,91512,53951,72238,1.339,91512,0,33.3,0,0,0,0,40.09,24.81,0.209,0.192,357,9647,18,28250,200000,0,0,1
CL-08402,COW-04201,HERD-033,4,9,0,0,0,420,314,7,10,69275,58884,61168,11521,135819,79360,45933,0.579,50545,0,33.3,22.2,0,0,0,38.37,28.8,0.187,0.144,156.7,9366,15,66337,200000,0,0,1
CL-08403,COW-04202,HERD-019,3,12,0,0,0,408,290,2,4,60978,56115,66977,29667,130709,81445,78982,0.97,114208,0,16.7,16.7,0,0,0,54.09,42,0.125,0.128,141.7,11572,2,182054,400000,0,0,1
CL-08404,COW-04202,HERD-028,2,9,0,0,0,333,291,7,10,278830,181684,255792,141328,456670,280348,222977,0.795,181684,0,0,100,44.4,22.2,0,47.86,34.73,0.157,0.158,244.9,9576,10,36933,200000,0,0,1
CL-08405,COW-04203,HERD-080,5,9,0,0,1,519,293,5,8,139932,185923,341035,94128,1665787,167518,227440,1.358,282991,0,0,88.9,44.4,11.1,11.1,36.54,32.23,0.168,0.167,327.3,5493,20,172726,200000,0,0,1
CL-08406,COW-04203,HERD-044,1,8,0,0,0,426,335,1,3,66111,115154,118267,66111,156864,96337,115372,1.198,100728,0,0,87.5,0,0,0,39.27,35.34,0.087,0.113,162.6,10449,23,91789,200000,0,0,1
CL-08407,COW-04204,HERD-038,4,13,0,0,0,382,320,3,5,40190,50509,67711,23831,150221,46400,82923,1.787,150221,0,46.2,23.1,0,0,0,42.99,31.24,0.182,0.143,293.6,11705,16,82026,200000,0,0,1
CL-08408,COW-04204,HERD-078,2,7,0,0,1,465,335,1,4,149035,443279,416952,149035,648106,399034,484641,1.215,609860,1,0,100,71.4,57.1,0,42.39,25.04,0.158,0.178,209.2,10363,8,120098,200000,0,0,1
CL-08409,COW-04205,HERD-068,3,10,0,0,0,455,346,5,8,31381,64232,85236,13599,323576,53282,167796,3.149,98506,0,40,10,10,0,0,40.49,26.45,0.211,0.193,140.3,10726,13,44010,200000,0,0,1
CL-08410,COW-04205,HERD-029,1,9,0,0,0,376,217,12,3,145434,70027,81393,50031,145434,94760,81129,0.856,53228,0,0,22.2,0,0,0,35.89,23.14,0.112,0.124,216.7,11066,27,145370,200000,0,0,1
CL-08411,COW-04206,HERD-080,2,13,0,0,0,443,309,11,2,271244,156625,227369,75856,1159032,167908,172967,1.03,170890,0,0,76.9,23.1,7.7,7.7,42.05,25.34,0.168,0.167,327.3,5493,22,115817,200000,0,0,1
CL-08412,COW-04206,HERD-059,1,9,0,0,0,403,351,12,3,79430,57673,73732,34097,165819,73627,85184,1.157,165819,0,11.1,11.1,0,0,0,40.67,28.98,0.14,0.124,180.1,5461,7,153752,200000,0,0,1
CL-08413,COW-04207,HERD-012,5,8,0,0,1,482,349,11,2,137636,530656,534738,137636,1370621,315973,729627,2.309,320140,1,0,100,87.5,62.5,12.5,48.23,26.16,0.094,0.11,270.3,6355,7,51562,200000,0,0,1
CL-08414,COW-04207,HERD-057,2,11,0,0,0,438,296,11,1,59837,59837,70235,35549,120610,74642,100691,1.349,85364,0,36.4,18.2,0,0,0,39.03,25.1,0.123,0.158,320.7,10141,1,162831,400000,0,0,1
CL-08415,COW-04208,HERD-057,3,10,0,0,0,300,331,2,4,77254,226770,292913,46321,792180,288048,359663,1.249,165568,0,10,80,50,30,0,33.54,20.65,0.123,0.158,320.7,10141,23,1111815,200000,0,1,0
CL-08416,COW-04208,HERD-006,1,9,0,0,0,371,308,3,5,61164,86623,79485,46519,96914,68199,89751,1.316,86623,0,11.1,0,0,0,0,43.17,25.52,0.113,0.137,191.6,10021,19,510138,200000,0,1,0
CL-08417,COW-04209,HERD-050,1,8,0,0,0,384,347,1,3,32229,37007,40113,32229,61526,42176,40922,0.97,45219,0,87.5,0,0,0,0,35.11,23.56,0.181,0.173,88.8,8329,17,76627,200000,0,0,1
CL-08418,COW-04209,HERD-060,1,11,0,0,1,390,322,11,1,55766,70092,99919,22171,272166,37798,193203,5.111,220457,0,27.3,36.4,18.2,0,0,27.95,13.59,0.16,0.169,222.6,10364,10,74990,200000,0,0,1
CL-08419,COW-04210,HERD-023,2,10,0,0,1,487,299,5,8,1406331,291768,394525,103115,1406331,706127,383903,0.544,454747,1,0,100,70,40,10,36.03,25.97,0.171,0.161,238.4,8354,1,97888,400000,0,0,1
CL-08420,COW-04210,HERD-069,5,8,0,0,0,541,357,1,3,197580,147218,150525,86169,222211,173333,120481,0.695,86169,0,0,87.5,25,0,0,45.63,35.11,0.169,0.193,185.3,7911,1,61550,400000,0,0,1
CL-08421,COW-04211,HERD-012,3,9,0,0,1,371,280,1,4,513373,279108,330855,145568,513373,325792,332500,1.021,387882,1,0,100,77.8,33.3,0,51.11,30.03,0.094,0.11,270.3,6355,5,494027,200000,0,1,0
CL-08422,COW-04211,HERD-076,2,9,0,0,0,401,259,11,2,32035,16192,23250,8692,48020,22588,15240,0.675,16089,0,100,0,0,0,0,35.31,29.66,0.222,0.182,179.2,8798,13,102393,200000,0,0,1
CL-08423,COW-04212,HERD-014,1,13,0,0,0,369,313,2,4,81088,55512,75919,32451,191147,74869,54162,0.723,54804,0,15.4,15.4,0,0,0,39.16,25.56,0.104,0.109,287.2,12339,1,88547,400000,0,0,1
CL-08424,COW-04212,HERD-076,3,10,0,0,0,406,326,4,6,49993,41121,56464,10064,170145,33692,49536,1.47,35335,0,70,10,0,0,0,39.32,26.98,0.222,0.182,179.2,8798,12,61325,200000,0,0,1
CL-08425,COW-04213,HERD-035,2,12,0,0,0,434,265,3,5,15029,29588,29721,8190,68196,22089,34594,1.566,27397,0,91.7,0,0,0,0,39.33,25.6,0.074,0.07,164.6,9598,3,160773,400000,0,0,1
CL-08426,COW-04213,HERD-064,1,11,0,0,0,414,276,12,3,9876,17071,21934,6736,46002,19688,10415,0.529,17071,0,100,0,0,0,0,31.44,16.13,0.13,0.136,80,6610,13,43649,200000,0,0,1
CL-08427,COW-04214,HERD-084,2,11,0,0,0,455,238,12,3,183688,146412,166529,76716,395480,139143,158278,1.138,165026,0,0,81.8,18.2,0,0,36.16,24.7,0.091,0.099,272,9088,10,38823,200000,0,0,1
CL-08428,COW-04214,HERD-025,3,12,0,0,1,425,267,4,7,338320,311197,376098,98196,1029243,249873,674306,2.699,1029243,1,0,91.7,66.7,41.7,8.3,42.65,32.06,0.055,0.077,231.2,10871,13,83264,200000,0,0,1
CL-08429,COW-04215,HERD-009,1,11,0,0,0,368,334,6,8,41864,72414,90230,37396,188088,79963,85215,1.066,72414,0,27.3,36.4,0,0,0,46.97,32.75,0.097,0.135,163.1,9631,16,43677,200000,0,0,1
CL-08430,COW-04215,HERD-046,1,7,0,0,0,358,332,11,2,240139,197173,230407,91950,602847,346720,144847,0.418,100036,0,0,85.7,42.9,14.3,0,35.8,28.33,0.184,0.19,280.4,11653,6,151219,200000,0,0,1
CL-08431,COW-04216,HERD-043,2,9,0,0,0,390,313,3,6,68709,79182,97128,46254,163537,90451,132059,1.46,153459,0,11.1,44.4,0,0,0,47.55,34.2,0.209,0.192,357,9647,10,279704,200000,0,1,0
CL-08432,COW-04216,HERD-030,2,9,0,0,1,404,337,8,10,840081,342058,439674,110861,1023887,405568,642438,1.584,1023887,1,0,100,77.8,44.4,11.1,41.1,28.31,0.11,0.119,140.4,9911,1,285006,400000,0,0,1
CL-08433,COW-04217,HERD-007,4,9,0,0,1,441,398,7,10,154696,125590,199768,56455,620408,115662,233998,2.023,502120,0,0,55.6,22.2,22.2,0,38.99,21.74,0.089,0.107,226.2,10392,15,74366,200000,0,0,1
CL-08434,COW-04217,HERD-075,2,10,0,0,1,448,240,6,8,44068,121602,180166,44068,712739,82923,301224,3.633,712739,0,10,60,20,10,0,29.9,21.29,0.189,0.162,225.7,9937,9,58706,200000,0,0,1
CL-08435,COW-04218,HERD-076,4,9,0,0,1,468,291,1,3,671139,607290,665381,198701,1420485,562378,1048226,1.864,414398,1,0,100,88.9,77.8,22.2,32.59,19.81,0.222,0.182,179.2,8798,5,1112701,200000,0,1,0
CL-08436,COW-04218,HERD-070,1,9,0,0,0,371,275,4,6,21121,41664,41079,20934,69423,42692,49744,1.165,31342,0,77.8,0,0,0,0,33.81,17.57,0.175,0.193,194.9,10809,18,38819,200000,0,0,1
CL-08437,COW-04219,HERD-013,2,9,0,0,0,452,269,12,3,32290,45001,52347,30875,90342,39672,48371,1.219,45001,0,55.6,0,0,0,0,37.56,20.02,0.132,0.157,240.9,7396,7,87735,200000,0,0,1
CL-08438,COW-04219,HERD-080,4,11,0,0,0,516,371,5,7,58887,42095,50337,34554,87272,48719,56943,1.169,37437,0,63.6,0,0,0,0,31.41,18.46,0.168,0.167,327.3,5493,26,68050,200000,0,0,1
CL-08439,COW-04220,HERD-001,4,10,0,0,0,414,257,8,10,26996,50599,53564,23596,104198,54819,70289,1.282,70195,0,50,10,0,0,0,36.4,24.4,0.125,0.113,238,7936,8,53062,200000,0,0,1
CL-08440,COW-04220,HERD-041,2,8,0,0,0,361,340,4,6,87088,88103,89248,49735,151413,106265,96977,0.913,93750,0,12.5,25,0,0,0,37.43,27.63,0.136,0.153,205.7,12850,2,344412,400000,0,0,1
CL-08441,COW-04221,HERD-075,3,9,0,0,1,490,207,10,12,99619,139987,155883,52065,265591,116678,230185,1.973,265591,0,0,77.8,22.2,0,0,33.66,21.96,0.189,0.162,225.7,9937,6,509092,200000,1,1,0
CL-08442,COW-04221,HERD-007,1,12,0,0,0,337,276,9,11,43715,46816,60440,19404,171885,35602,94913,2.666,56799,0,58.3,16.7,0,0,0,26.99,11.99,0.089,0.107,226.2,10392,13,18140,200000,0,0,1
CL-08443,COW-04222,HERD-003,5,10,0,0,1,367,331,2,4,295028,401274,546070,154805,1466900,402036,452109,1.125,321072,1,0,100,90,50,10,53.19,33.23,0.209,0.207,189.6,9591,28,81931,200000,0,0,1
CL-08444,COW-04222,HERD-003,1,9,0,0,0,394,247,11,2,171539,68924,82128,40595,171539,122252,54718,0.448,68924,0,11.1,11.1,0,0,0,41.5,33.38,0.209,0.207,189.6,9591,1,224540,400000,0,0,1
CL-08445,COW-04223,HERD-079,2,8,0,0,1,409,312,7,9,450503,419167,488046,235926,899232,439422,454132,1.033,386120,1,0,100,100,50,0,41.8,26.83,0.139,0.152,236.2,11514,7,434856,200000,0,1,0
CL-08446,COW-04223,HERD-031,1,9,0,0,0,413,330,8,10,33704,88568,104713,33704,224383,79665,142148,1.784,42713,0,33.3,44.4,11.1,0,0,37.53,22.82,0.184,0.158,237.1,8010,24,118758,200000,0,0,1
CL-08447,COW-04224,HERD-070,2,10,0,0,1,426,325,7,10,113763,110444,129338,72378,305559,112327,161296,1.436,305559,0,0,80,10,0,0,32.06,11.45,0.175,0.193,194.9,10809,9,66995,200000,0,0,1
CL-08448,COW-04224,HERD-049,3,8,0,0,0,468,397,7,9,30157,19940,25571,10498,49358,29245,18992,0.649,17893,0,100,0,0,0,0,51.07,41.34,0.153,0.163,155.7,11683,5,56638,200000,0,0,1
CL-08449,COW-04225,HERD-036,3,11,0,0,0,362,282,7,9,28544,42740,48785,23159,91525,39133,64841,1.657,36742,0,63.6,0,0,0,0,50.49,35.34,0.176,0.169,188.5,9939,1,96437,400000,0,0,1
CL-08450,COW-04225,HERD-053,4,7,0,0,0,479,307,11,1,26328,28143,37181,24463,62535,39002,39600,1.015,24703,0,85.7,0,0,0,0,47.53,33.76,0.218,0.197,263.2,5347,17,80227,200000,0,0,1
CL-08451,COW-04226,HERD-071,4,11,0,0,0,392,392,9,11,36258,70109,87553,36258,254689,54240,87955,1.622,119274,0,27.3,18.2,9.1,0,0,44.69,33.58,0.23,0.221,174.4,10029,3,230622,400000,0,0,1
CL-08452,COW-04226,HERD-040,2,11,0,0,0,384,301,7,9,55222,71453,90463,40304,183054,63182,112202,1.776,183054,0,9.1,27.3,0,0,0,31.92,22.05,0.149,0.164,210.1,10693,5,63444,200000,0,0,1
CL-08453,COW-04227,HERD-046,3,9,0,0,0,404,310,9,11,92917,70171,78032,22067,162620,105120,68494,0.652,69101,0,11.1,11.1,0,0,0,49.31,34.73,0.184,0.19,280.4,11653,12,78327,200000,0,0,1
CL-08454,COW-04227,HERD-077,1,11,0,0,0,385,351,7,10,20725,38148,41869,11333,105832,25689,49843,1.94,39019,0,72.7,9.1,0,0,0,47.47,29.21,0.248,0.197,80,11285,6,169736,200000,0,0,1
CL-08455,COW-04228,HERD-003,1,7,0,0,0,372,297,2,4,52191,52191,56326,42078,77602,58041,53404,0.92,47433,0,42.9,0,0,0,0,35.4,9.56,0.209,0.207,189.6,9591,5,71299,200000,0,0,1
CL-08456,COW-04228,HERD-062,1,11,0,0,0,409,342,12,2,205932,35600,53959,22994,205932,89812,45107,0.502,69373,0,72.7,9.1,9.1,0,0,42.09,24.15,0.221,0.198,312.5,12850,3,328437,400000,0,0,1
CL-08457,COW-04229,HERD-079,2,10,0,0,0,397,289,1,4,24108,45963,50222,22233,105278,55626,41518,0.746,52455,0,60,10,0,0,0,29.46,22.9,0.139,0.152,236.2,11514,3,166359,400000,0,0,1
CL-08458,COW-04229,HERD-078,1,11,0,0,0,419,255,4,6,43246,88438,90695,27918,213048,76863,121088,1.575,122298,0,27.3,36.4,9.1,0,0,35.84,22.67,0.158,0.178,209.2,10363,20,37503,200000,0,0,1
CL-08459,COW-04230,HERD-045,5,11,0,0,1,399,430,7,9,124578,150381,169790,65366,332673,174900,241909,1.383,261741,0,0,81.8,27.3,0,0,44.51,22.47,0.215,0.203,243.4,11936,7,826798,200000,0,1,0
CL-08460,COW-04230,HERD-046,3,10,0,0,0,391,334,11,1,229586,256181,239854,56728,439573,216467,312078,1.442,88442,1,0,80,60,20,0,50,41.54,0.184,0.19,280.4,11653,21,29571,200000,0,0,1
CL-08461,COW-04231,HERD-011,2,12,0,0,1,378,330,12,2,99441,235542,265010,99441,483000,163368,292685,1.792,406971,1,0,91.7,66.7,25,0,44.99,28.98,0.115,0.111,273,9796,1,1011227,400000,0,1,0
CL-08462,COW-04231,HERD-019,2,9,0,0,0,423,373,7,9,54474,44353,43002,15864,66217,39320,45279,1.152,66217,0,55.6,0,0,0,0,50.61,33.48,0.125,0.128,141.7,11572,11,18326,200000,0,0,1
CL-08463,COW-04232,HERD-040,1,7,0,0,0,314,298,10,1,32559,34438,42393,30746,83865,50287,34568,0.687,31399,0,85.7,0,0,0,0,35.18,30.08,0.149,0.164,210.1,10693,17,113630,200000,0,0,1
CL-08464,COW-04232,HERD-011,1,10,1,0,0,354,221,4,7,109173,160934,567696,72265,2627109,195450,1501828,7.684,,1,0,90,40,40,20,35.76,21.59,0.115,0.111,273,9796,5,82652,200000,0,0,1
CL-08465,COW-04233,HERD-073,1,8,0,0,0,446,340,2,4,36736,42580,45282,15993,81882,37675,50452,1.339,31244,0,62.5,0,0,0,0,38.73,18.48,0.194,0.198,230.7,12270,17,116354,200000,0,0,1
CL-08466,COW-04233,HERD-042,1,9,0,0,0,368,301,11,1,347420,232145,224060,84665,411939,294335,180416,0.613,136286,0,0,88.9,55.6,11.1,0,44.39,33.38,0.176,0.156,243.8,9700,19,19369,200000,0,0,1
CL-08467,COW-04234,HERD-045,3,8,0,0,1,471,307,5,8,196847,278495,286000,196847,416050,240686,324347,1.348,272107,1,0,100,87.5,12.5,0,46.52,29.13,0.215,0.203,243.4,11936,22,56143,200000,0,0,1
CL-08468,COW-04234,HERD-007,1,12,0,0,0,384,292,12,3,49307,56873,104490,24093,589966,41271,251875,6.103,67019,0,41.7,16.7,8.3,8.3,0,45.11,29.63,0.089,0.107,226.2,10392,13,32478,200000,0,0,1
CL-08469,COW-04235,HERD-047,4,11,0,0,0,352,248,4,7,112484,114017,128944,60643,230441,93453,162686,1.741,145320,0,0,81.8,9.1,0,0,41.36,31.96,0.188,0.192,300.5,6443,7,37506,200000,0,0,1
CL-08470,COW-04235,HERD-055,3,9,0,0,0,438,328,2,4,79065,95081,119100,66464,277893,151380,97353,0.643,138533,0,0,33.3,11.1,0,0,47.14,31.77,0.108,0.093,168,11374,14,39846,200000,0,0,1
CL-08471,COW-04236,HERD-056,3,7,0,0,0,471,318,11,2,134559,136649,152023,55311,321905,129122,118296,0.916,136649,0,0,71.4,14.3,0,0,44.86,32.24,0.147,0.148,231.1,10045,4,89142,400000,0,0,1
CL-08472,COW-04236,HERD-068,3,10,0,0,0,390,304,3,5,32283,39628,43446,24781,82941,36853,37018,1.004,24781,0,80,0,0,0,0,55.56,38.57,0.211,0.193,140.3,10726,6,46077,200000,0,0,1
CL-08473,COW-04237,HERD-020,4,13,0,0,1,437,312,4,6,89446,234307,252212,82173,547354,99742,262428,2.631,526605,1,0,76.9,53.8,15.4,0,49.64,37.16,0.094,0.126,181.6,7702,16,34134,200000,0,0,1
CL-08474,COW-04237,HERD-058,5,8,0,0,1,397,326,8,11,104403,264536,294554,104403,582236,300147,308972,1.029,318505,1,0,100,75,25,0,42.04,28.75,0.082,0.107,186.9,8607,19,246361,200000,0,1,0
CL-08475,COW-04238,HERD-037,3,9,0,0,1,455,337,4,7,445110,707625,625428,200926,1116379,657662,440322,0.67,412415,1,0,100,100,88.9,11.1,39.55,29.22,0.192,0.175,226.4,9926,5,519258,200000,0,1,0
CL-08476,COW-04238,HERD-010,1,8,0,0,0,363,287,6,9,194873,241063,240503,161219,327383,260149,183101,0.704,164722,1,0,100,62.5,0,0,30.25,17.01,0.193,0.186,263.5,9745,15,378751,200000,0,1,0
CL-08477,COW-04239,HERD-039,4,11,0,0,0,399,290,9,11,185104,195584,207029,57279,556432,145989,311975,2.137,147320,1,0,72.7,45.5,9.1,0,51.38,28.53,0.178,0.194,310.9,10052,19,165646,200000,0,0,1
CL-08478,COW-04239,HERD-060,3,10,0,0,0,381,346,5,7,75783,116196,145396,23279,493909,260927,66142,0.253,23279,0,10,60,20,10,0,54.2,42,0.16,0.169,222.6,10364,13,128658,200000,0,0,1
CL-08479,COW-04240,HERD-037,3,11,0,0,0,361,283,3,6,35628,67418,64003,20510,104026,64350,68158,1.059,79229,0,36.4,9.1,0,0,0,47.45,26.96,0.192,0.175,226.4,9926,14,137606,200000,0,0,1
CL-08480,COW-04240,HERD-003,2,9,0,0,1,388,338,11,2,194639,258945,321101,194639,584689,278854,450302,1.615,432682,1,0,100,88.9,33.3,0,32.72,23.2,0.209,0.207,189.6,9591,12,69640,200000,0,0,1
CL-08481,COW-04241,HERD-048,5,8,0,0,1,388,300,12,3,373757,427774,403138,245373,597062,382381,366087,0.957,255825,1,0,100,100,50,0,57.28,31.67,0.128,0.134,168.3,9762,19,77111,200000,0,0,1
CL-08482,COW-04241,HERD-063,2,7,0,0,0,448,296,8,11,40308,47480,55806,24717,102355,34902,79485,2.277,102355,0,57.1,14.3,0,0,0,41.2,20.89,0.151,0.169,148.6,10261,8,173464,200000,0,0,1
CL-08483,COW-04242,HERD-042,4,10,0,0,1,428,332,2,5,986341,702503,797899,279630,1854892,802145,1086633,1.355,1854892,1,0,100,100,80,20,36.61,23.1,0.176,0.156,243.8,9700,11,576024,200000,0,1,0
CL-08484,COW-04242,HERD-030,3,9,0,0,1,408,321,5,8,164846,315035,359505,163720,896643,265377,524718,1.977,315035,1,0,100,77.8,22.2,0,43.38,27.52,0.11,0.119,140.4,9911,16,52911,200000,0,0,1
CL-08485,COW-04243,HERD-035,4,9,0,0,0,424,333,4,7,49997,36557,44039,24320,98641,40497,57325,1.416,98641,0,88.9,0,0,0,0,45.52,31.98,0.074,0.07,164.6,9598,2,33247,400000,0,0,1
CL-08486,COW-04243,HERD-020,1,9,0,0,1,340,360,1,4,221689,308691,325446,142188,673839,300881,421226,1.4,321760,1,0,100,88.9,11.1,0,35.62,12.38,0.094,0.126,181.6,7702,8,231970,200000,0,1,0
CL-08487,COW-04244,HERD-012,3,9,0,0,1,410,326,8,11,681908,786756,963498,501786,2131783,746285,1425104,1.91,701893,1,0,100,100,100,22.2,46.96,41.42,0.094,0.11,270.3,6355,13,971691,200000,0,1,0
CL-08488,COW-04244,HERD-046,4,9,0,0,1,446,300,2,4,694130,672138,649880,307491,1188661,480583,1003189,2.087,771096,1,0,100,100,66.7,22.2,54.94,42,0.184,0.19,280.4,11653,7,55907,200000,0,0,1
CL-08489,COW-04245,HERD-018,1,9,0,0,0,443,295,2,4,122165,120724,116148,55507,180649,82278,133575,1.623,91134,0,0,55.6,0,0,0,42.56,31.17,0.137,0.16,176.4,12385,15,166100,200000,0,0,1
CL-08490,COW-04245,HERD-063,3,11,0,0,1,416,337,12,2,107495,348530,487298,107495,1344193,532503,526564,0.989,560122,1,0,100,72.7,36.4,9.1,34.87,21.21,0.151,0.169,148.6,10261,15,35695,200000,0,0,1
CL-08491,COW-04246,HERD-053,3,11,0,0,0,409,362,6,8,52109,33980,40051,10967,104860,43357,49936,1.152,33980,0,72.7,9.1,0,0,0,39.24,22.04,0.218,0.197,263.2,5347,15,53459,200000,0,0,1
CL-08492,COW-04246,HERD-003,3,12,0,0,0,390,286,10,1,44063,153504,210599,44063,573278,280919,95669,0.341,161435,1,8.3,75,41.7,16.7,0,47.09,27,0.209,0.207,189.6,9591,11,2160053,200000,0,1,0
CL-08493,COW-04247,HERD-057,1,9,1,0,0,305,261,4,7,41908,41378,42434,18791,73840,33814,46821,1.385,,0,77.8,0,0,0,0,35.41,18.98,0.123,0.158,320.7,10141,10,61871,200000,0,0,1
CL-08494,COW-04247,HERD-042,1,10,0,0,0,437,341,6,8,54466,56546,64783,14109,187652,45070,96582,2.143,87986,0,30,10,0,0,0,30.14,22.17,0.176,0.156,243.8,9700,19,104415,200000,0,0,1
CL-08495,COW-04248,HERD-054,1,10,0,0,0,318,317,3,5,18790,63682,67510,18790,162534,42233,72888,1.726,57551,0,30,10,0,0,0,36.39,19.34,0.151,0.134,186.5,11230,1,113395,400000,0,0,1
CL-08496,COW-04248,HERD-027,1,8,0,0,0,389,277,9,11,38316,79591,99704,31496,208806,92873,76167,0.82,86379,0,25,25,12.5,0,0,33.88,8.84,0.155,0.136,236,6670,19,354116,200000,0,1,0
CL-08497,COW-04249,HERD-056,1,8,0,0,0,412,262,5,7,47744,44915,55777,32230,99639,50482,70454,1.396,39884,0,62.5,0,0,0,0,33.94,27.97,0.147,0.148,231.1,10045,10,74494,200000,0,0,1
CL-08498,COW-04249,HERD-041,2,9,0,0,0,398,314,7,10,61514,58298,71224,32844,192861,60132,87163,1.45,192861,0,33.3,11.1,0,0,0,43.78,27.54,0.136,0.153,205.7,12850,7,376509,200000,0,1,0
